"transit_timestamp","station_complex","borough","payment_method","fare_class_category","ridership","transfers","Georeference"
"09/01/2025 07:00:00 PM","Nostrand Av (A,C)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","16","0","POINT (-73.950424 40.68044)"
"09/01/2025 07:00:00 PM","Nostrand Av (A,C)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","15","0","POINT (-73.950424 40.68044)"
"09/01/2025 07:00:00 PM","Nostrand Av (A,C)","Brooklyn","omny","OMNY - Other","3","0","POINT (-73.950424 40.68044)"
"09/01/2025 07:00:00 PM","Utica Av (A,C)","Brooklyn","metrocard","Metrocard - Full Fare","6","0","POINT (-73.93073 40.679363)"
"09/01/2025 07:00:00 PM","Utica Av (A,C)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","6","0","POINT (-73.93073 40.679363)"
"09/01/2025 07:00:00 PM","Rockaway Av (C)","Brooklyn","omny","OMNY - Fair Fare","3","0","POINT (-73.91195 40.67834)"
"09/01/2025 07:00:00 PM","Liberty Av (C)","Brooklyn","metrocard","Metrocard - Other","2","0","POINT (-73.896545 40.67454)"
"09/01/2025 07:00:00 PM","Euclid Av (A,C)","Brooklyn","metrocard","Metrocard - Fair Fare","3","0","POINT (-73.87211 40.675377)"
"09/01/2025 07:00:00 PM","80 St (A)","Queens","omny","OMNY - Full Fare","31","1","POINT (-73.85899 40.67937)"
"09/01/2025 07:00:00 PM","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.8258 40.68595)"
"09/01/2025 07:00:00 PM","Aqueduct-N Conduit Av (A)","Queens","metrocard","Metrocard - Other","1","0","POINT (-73.83406 40.668236)"
"09/01/2025 07:00:00 PM","Aqueduct-N Conduit Av (A)","Queens","omny","OMNY - Fair Fare","3","0","POINT (-73.83406 40.668236)"
"09/01/2025 07:00:00 PM","Broad Channel (A,S)","Queens","omny","OMNY - Fair Fare","1","0","POINT (-73.815926 40.608383)"
"09/01/2025 07:00:00 PM","Broad Channel (A,S)","Queens","omny","OMNY - Full Fare","5","0","POINT (-73.815926 40.608383)"
"09/01/2025 07:00:00 PM","Astoria Blvd (N,W)","Queens","omny","OMNY - Fair Fare","6","0","POINT (-73.91785 40.77026)"
"09/01/2025 07:00:00 PM","Beach 105 St (A,S)","Queens","metrocard","Metrocard - Full Fare","1","0","POINT (-73.82756 40.58321)"
"09/01/2025 07:00:00 PM","Beach 60 St (A)","Queens","omny","OMNY - Fair Fare","3","0","POINT (-73.78852 40.592373)"
"09/01/2025 07:00:00 PM","Beach 44 St (A)","Queens","omny","OMNY - Full Fare","7","0","POINT (-73.77602 40.59294)"
"09/01/2025 07:00:00 PM","Beach 44 St (A)","Queens","omny","OMNY - Seniors & Disability","3","0","POINT (-73.77602 40.59294)"
"09/01/2025 07:00:00 PM","Beach 36 St (A)","Queens","omny","OMNY - Other","1","0","POINT (-73.76817 40.595398)"
"09/01/2025 07:00:00 PM","Bedford Park Blvd (B,D)","Bronx","metrocard","Metrocard - Unlimited 30-Day","8","0","POINT (-73.88714 40.873245)"
"09/01/2025 07:00:00 PM","174-175 Sts (B,D)","Bronx","metrocard","Metrocard - Other","2","0","POINT (-73.91013 40.8459)"
"09/01/2025 07:00:00 PM","174-175 Sts (B,D)","Bronx","omny","OMNY - Other","1","0","POINT (-73.91013 40.8459)"
"09/01/2025 07:00:00 PM","174-175 Sts (B,D)","Bronx","omny","OMNY - Seniors & Disability","1","0","POINT (-73.91013 40.8459)"
"09/01/2025 07:00:00 PM","Rector St (R,W)","Manhattan","metrocard","Metrocard - Other","1","0","POINT (-74.01334 40.70722)"
"09/01/2025 07:00:00 PM","Roosevelt Island (F)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","12","0","POINT (-73.95326 40.759144)"
"09/01/2025 07:00:00 PM","Lexington Av/63 St (F,Q)","Manhattan","omny","OMNY - Fair Fare","14","3","POINT (-73.96611 40.76463)"
"09/01/2025 07:00:00 PM","57 St (F)","Manhattan","omny","OMNY - Seniors & Disability","10","1","POINT (-73.97745 40.763973)"
"09/01/2025 07:00:00 PM","Grand St (B,D)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","12","0","POINT (-73.99375 40.718266)"
"09/01/2025 07:00:00 PM","2 Av (F)","Manhattan","omny","OMNY - Students","1","0","POINT (-73.98994 40.7234)"
"09/01/2025 07:00:00 PM","East Broadway (F)","Manhattan","omny","OMNY - Full Fare","357","15","POINT (-73.99017 40.713715)"
"09/01/2025 07:00:00 PM","York St (F)","Brooklyn","metrocard","Metrocard - Fair Fare","5","0","POINT (-73.98675 40.701397)"
"09/01/2025 07:00:00 PM","Carroll St (F,G)","Brooklyn","omny","OMNY - Fair Fare","6","0","POINT (-73.99505 40.6803)"
"09/01/2025 07:00:00 PM","Smith-9 Sts (F,G)","Brooklyn","metrocard","Metrocard - Fair Fare","2","0","POINT (-73.99596 40.67358)"
"09/01/2025 07:00:00 PM","Smith-9 Sts (F,G)","Brooklyn","omny","OMNY - Full Fare","113","30","POINT (-73.99596 40.67358)"
"09/01/2025 07:00:00 PM","15 St-Prospect Park (F,G)","Brooklyn","metrocard","Metrocard - Full Fare","5","1","POINT (-73.97949 40.660366)"
"09/01/2025 07:00:00 PM","Ditmas Av (F)","Brooklyn","metrocard","Metrocard - Full Fare","3","0","POINT (-73.97817 40.63612)"
"09/01/2025 07:00:00 PM","Ditmas Av (F)","Brooklyn","omny","OMNY - Full Fare","51","3","POINT (-73.97817 40.63612)"
"09/01/2025 07:00:00 PM","Bay Pkwy (F)","Brooklyn","metrocard","Metrocard - Full Fare","1","1","POINT (-73.975266 40.62077)"
"09/01/2025 07:00:00 PM","Bay Pkwy (F)","Brooklyn","omny","OMNY - Fair Fare","2","2","POINT (-73.975266 40.62077)"
"09/01/2025 07:00:00 PM","Briarwood (E,F)","Queens","metrocard","Metrocard - Full Fare","1","0","POINT (-73.82057 40.70918)"
"09/01/2025 07:00:00 PM","Briarwood (E,F)","Queens","omny","OMNY - Full Fare","32","1","POINT (-73.82057 40.70918)"
"09/01/2025 07:00:00 PM","75 Av (E,F)","Queens","metrocard","Metrocard - Unlimited 30-Day","5","0","POINT (-73.837326 40.71833)"
"09/01/2025 07:00:00 PM","75 Av (E,F)","Queens","omny","OMNY - Full Fare","32","0","POINT (-73.837326 40.71833)"
"09/01/2025 07:00:00 PM","Forest Hills-71 Av (E,F,M,R)","Queens","metrocard","Metrocard - Other","14","0","POINT (-73.84452 40.72169)"
"09/01/2025 07:00:00 PM","Forest Hills-71 Av (E,F,M,R)","Queens","omny","OMNY - Fair Fare","19","7","POINT (-73.84452 40.72169)"
"09/01/2025 07:00:00 PM","Elmhurst Av (M,R)","Queens","metrocard","Metrocard - Full Fare","1","0","POINT (-73.88202 40.742455)"
"09/01/2025 07:00:00 PM","65 St (M,R)","Queens","metrocard","Metrocard - Unlimited 7-Day","4","0","POINT (-73.89845 40.74967)"
"09/01/2025 07:00:00 PM","65 St (M,R)","Queens","omny","OMNY - Fair Fare","3","0","POINT (-73.89845 40.74967)"
"09/01/2025 07:00:00 PM","Northern Blvd (M,R)","Queens","omny","OMNY - Other","1","0","POINT (-73.906006 40.752884)"
"09/01/2025 07:00:00 PM","46 St (M,R)","Queens","omny","OMNY - Seniors & Disability","5","0","POINT (-73.91333 40.756313)"
"09/01/2025 07:00:00 PM","Steinway St (M,R)","Queens","omny","OMNY - Full Fare","173","7","POINT (-73.92074 40.756878)"
"09/01/2025 07:00:00 PM","Jamaica Center-Parsons/Archer (E,J,Z)","Queens","metrocard","Metrocard - Unlimited 30-Day","24","0","POINT (-73.80111 40.70215)"
"09/01/2025 07:00:00 PM","Jamaica Center-Parsons/Archer (E,J,Z)","Queens","omny","OMNY - Fair Fare","19","8","POINT (-73.80111 40.70215)"
"09/01/2025 07:00:00 PM","Nassau Av (G)","Brooklyn","metrocard","Metrocard - Fair Fare","2","0","POINT (-73.95128 40.724636)"
"09/01/2025 07:00:00 PM","Nassau Av (G)","Brooklyn","metrocard","Metrocard - Full Fare","4","0","POINT (-73.95128 40.724636)"
"09/01/2025 07:00:00 PM","Broadway (G)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","3","0","POINT (-73.95031 40.706093)"
"09/01/2025 07:00:00 PM","Broadway (G)","Brooklyn","omny","OMNY - Full Fare","127","0","POINT (-73.95031 40.706093)"
"09/01/2025 07:00:00 PM","Myrtle-Willoughby Avs (G)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","1","0","POINT (-73.94904 40.69457)"
"09/01/2025 07:00:00 PM","Bedford-Nostrand Avs (G)","Brooklyn","omny","OMNY - Seniors & Disability","2","0","POINT (-73.95352 40.68963)"
"09/01/2025 07:00:00 PM","Fulton St (G)","Brooklyn","omny","OMNY - Fair Fare","6","0","POINT (-73.97537 40.68712)"
"09/01/2025 07:00:00 PM","Van Cortlandt Park-242 St (1)","Bronx","omny","OMNY - Full Fare","26","0","POINT (-73.89858 40.889248)"
"09/01/2025 07:00:00 PM","Cathedral Pkwy (110 St) (1)","Manhattan","metrocard","Metrocard - Fair Fare","3","0","POINT (-73.96685 40.803967)"
"09/01/2025 07:00:00 PM","103 St (1)","Manhattan","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-73.968376 40.799446)"
"09/01/2025 07:00:00 PM","96 St (1,2,3)","Manhattan","metrocard","Metrocard - Other","16","0","POINT (-73.97232 40.79392)"
"09/01/2025 07:00:00 PM","86 St (1)","Manhattan","omny","OMNY - Full Fare","237","6","POINT (-73.97622 40.788643)"
"09/01/2025 07:00:00 PM","72 St (1,2,3)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","50","0","POINT (-73.98197 40.778454)"
"09/01/2025 07:00:00 PM","72 St (1,2,3)","Manhattan","omny","OMNY - Other","12","0","POINT (-73.98197 40.778454)"
"09/01/2025 07:00:00 PM","36 St (D,N,R)","Brooklyn","metrocard","Metrocard - Full Fare","8","0","POINT (-74.00355 40.655144)"
"09/01/2025 07:00:00 PM","36 St (D,N,R)","Brooklyn","omny","OMNY - Fair Fare","16","0","POINT (-74.00355 40.655144)"
"09/01/2025 07:00:00 PM","Christopher St-Sheridan Sq (1)","Manhattan","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-74.00291 40.73342)"
"09/01/2025 07:00:00 PM","Franklin St (1)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","8","0","POINT (-74.00689 40.71932)"
"09/01/2025 07:00:00 PM","Bergen St (2,3)","Brooklyn","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.9751 40.68083)"
"09/01/2025 07:00:00 PM","53 St (R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","6","0","POINT (-74.01403 40.64507)"
"09/01/2025 07:00:00 PM","Grand Army Plaza (2,3)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","14","0","POINT (-73.97105 40.675236)"
"09/01/2025 07:00:00 PM","Kingston Av (3)","Brooklyn","omny","OMNY - Seniors & Disability","12","0","POINT (-73.94216 40.6694)"
"09/01/2025 07:00:00 PM","Crown Hts-Utica Av (3,4)","Brooklyn","omny","OMNY - Full Fare","99","1","POINT (-73.932945 40.668896)"
"09/01/2025 07:00:00 PM","Sutter Av-Rutland Rd (3)","Brooklyn","omny","OMNY - Full Fare","72","5","POINT (-73.92261 40.66472)"
"09/01/2025 07:00:00 PM","Sutter Av-Rutland Rd (3)","Brooklyn","omny","OMNY - Other","4","0","POINT (-73.92261 40.66472)"
"09/01/2025 07:00:00 PM","Saratoga Av (3)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","3","0","POINT (-73.91633 40.661453)"
"09/01/2025 07:00:00 PM","Saratoga Av (3)","Brooklyn","omny","OMNY - Seniors & Disability","6","0","POINT (-73.91633 40.661453)"
"09/01/2025 07:00:00 PM","59 St (N,R)","Brooklyn","metrocard","Metrocard - Fair Fare","2","0","POINT (-74.01788 40.64136)"
"09/01/2025 07:00:00 PM","Van Siclen Av (3)","Brooklyn","metrocard","Metrocard - Full Fare","1","0","POINT (-73.8894 40.665447)"
"09/01/2025 07:00:00 PM","Van Siclen Av (3)","Brooklyn","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.8894 40.665447)"
"09/01/2025 07:00:00 PM","New Lots Av (3)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","4","0","POINT (-73.88408 40.666237)"
"09/01/2025 07:00:00 PM","New Lots Av (3)","Brooklyn","omny","OMNY - Fair Fare","1","1","POINT (-73.88408 40.666237)"
"09/01/2025 07:00:00 PM","Winthrop St (2,5)","Brooklyn","metrocard","Metrocard - Full Fare","5","0","POINT (-73.9502 40.65665)"
"09/01/2025 07:00:00 PM","Bay Ridge Av (R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","6","0","POINT (-74.02338 40.634968)"
"09/01/2025 07:00:00 PM","Bay Ridge Av (R)","Brooklyn","omny","OMNY - Fair Fare","6","1","POINT (-74.02338 40.634968)"
"09/01/2025 07:00:00 PM","Middletown Rd (6)","Bronx","omny","OMNY - Seniors & Disability","1","0","POINT (-73.83632 40.843864)"
"09/01/2025 07:00:00 PM","St Lawrence Av (6)","Bronx","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.867615 40.83151)"
"09/01/2025 07:00:00 PM","Whitlock Av (6)","Bronx","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.886284 40.826527)"
"09/01/2025 07:00:00 PM","Whitlock Av (6)","Bronx","metrocard","Metrocard - Unlimited 30-Day","2","0","POINT (-73.886284 40.826527)"
"09/01/2025 07:00:00 PM","Hunts Point Av (6)","Bronx","metrocard","Metrocard - Unlimited 7-Day","8","0","POINT (-73.89055 40.82095)"
"09/01/2025 07:00:00 PM","E 143 St-St Mary's St (6)","Bronx","omny","OMNY - Fair Fare","1","0","POINT (-73.90765 40.80872)"
"09/01/2025 07:00:00 PM","Woodlawn (4)","Bronx","omny","OMNY - Seniors & Disability","21","0","POINT (-73.87875 40.886036)"
"09/01/2025 07:00:00 PM","Mosholu Pkwy (4)","Bronx","omny","OMNY - Full Fare","75","1","POINT (-73.88466 40.87975)"
"09/01/2025 07:00:00 PM","Kingsbridge Rd (4)","Bronx","metrocard","Metrocard - Unlimited 7-Day","5","0","POINT (-73.89717 40.86776)"
"09/01/2025 07:00:00 PM","Fordham Rd (4)","Bronx","omny","OMNY - Full Fare","93","9","POINT (-73.90103 40.862804)"
"09/01/2025 07:00:00 PM","Burnside Av (4)","Bronx","metrocard","Metrocard - Other","2","0","POINT (-73.907684 40.853455)"
"09/01/2025 07:00:00 PM","Mt Eden Av (4)","Bronx","metrocard","Metrocard - Full Fare","5","0","POINT (-73.91469 40.844433)"
"09/01/2025 07:00:00 PM","170 St (4)","Bronx","metrocard","Metrocard - Fair Fare","1","1","POINT (-73.91779 40.840076)"
"09/01/2025 07:00:00 PM","170 St (4)","Bronx","omny","OMNY - Fair Fare","10","0","POINT (-73.91779 40.840076)"
"09/01/2025 07:00:00 PM","125 St (4,5,6)","Manhattan","metrocard","Metrocard - Full Fare","47","6","POINT (-73.93759 40.80414)"
"09/01/2025 07:00:00 PM","116 St (6)","Manhattan","metrocard","Metrocard - Full Fare","3","1","POINT (-73.94162 40.79863)"
"09/01/2025 07:00:00 PM","116 St (6)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","7","0","POINT (-73.94162 40.79863)"
"09/01/2025 07:00:00 PM","103 St (6)","Manhattan","metrocard","Metrocard - Fair Fare","6","0","POINT (-73.94748 40.7906)"
"09/01/2025 07:00:00 PM","86 St (4,5,6)","Manhattan","metrocard","Metrocard - Full Fare","29","1","POINT (-73.95559 40.77949)"
"09/01/2025 07:00:00 PM","77 St (6)","Manhattan","metrocard","Metrocard - Fair Fare","3","0","POINT (-73.95988 40.77362)"
"09/01/2025 07:00:00 PM","68 St-Hunter College (6)","Manhattan","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.96387 40.768143)"
"09/01/2025 07:00:00 PM","Broadway (N,W)","Queens","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.92551 40.76182)"
"09/01/2025 07:00:00 PM","33 St (6)","Manhattan","omny","OMNY - Students","1","0","POINT (-73.98208 40.746082)"
"09/01/2025 07:00:00 PM","23 St (6)","Manhattan","metrocard","Metrocard - Full Fare","4","0","POINT (-73.9866 40.739864)"
"09/01/2025 07:00:00 PM","23 St (6)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","8","0","POINT (-73.9866 40.739864)"
"09/01/2025 07:00:00 PM","23 St (6)","Manhattan","omny","OMNY - Fair Fare","6","0","POINT (-73.9866 40.739864)"
"09/01/2025 07:00:00 PM","23 St (6)","Manhattan","omny","OMNY - Full Fare","254","8","POINT (-73.9866 40.739864)"
"09/01/2025 07:00:00 PM","Bowling Green (4,5)","Manhattan","metrocard","Metrocard - Other","17","1","POINT (-74.01407 40.70482)"
"09/01/2025 07:00:00 PM","Bowling Green (4,5)","Manhattan","omny","OMNY - Full Fare","466","20","POINT (-74.01407 40.70482)"
"09/01/2025 07:00:00 PM","Bowling Green (4,5)","Manhattan","omny","OMNY - Seniors & Disability","22","5","POINT (-74.01407 40.70482)"
"09/01/2025 07:00:00 PM","225 St (2,5)","Bronx","metrocard","Metrocard - Unlimited 7-Day","2","0","POINT (-73.860344 40.888023)"
"09/01/2025 07:00:00 PM","219 St (2,5)","Bronx","metrocard","Metrocard - Unlimited 7-Day","3","0","POINT (-73.86263 40.883896)"
"09/01/2025 07:00:00 PM","Gun Hill Rd (2,5)","Bronx","metrocard","Metrocard - Fair Fare","3","0","POINT (-73.86626 40.87785)"
"09/01/2025 07:00:00 PM","Pelham Pkwy (2,5)","Bronx","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.867615 40.857193)"
"09/01/2025 07:00:00 PM","Pelham Pkwy (2,5)","Bronx","metrocard","Metrocard - Unlimited 30-Day","5","0","POINT (-73.867615 40.857193)"
"09/01/2025 07:00:00 PM","Bronx Park East (2,5)","Bronx","metrocard","Metrocard - Unlimited 30-Day","2","0","POINT (-73.868454 40.848827)"
"09/01/2025 07:00:00 PM","E 180 St (2,5)","Bronx","omny","OMNY - Fair Fare","4","1","POINT (-73.87349 40.841892)"
"09/01/2025 07:00:00 PM","174 St (2,5)","Bronx","metrocard","Metrocard - Unlimited 7-Day","10","0","POINT (-73.88773 40.837288)"
"09/01/2025 07:00:00 PM","Freeman St (2,5)","Bronx","omny","OMNY - Seniors & Disability","2","0","POINT (-73.89187 40.829994)"
"09/01/2025 07:00:00 PM","Intervale Av (2,5)","Bronx","metrocard","Metrocard - Full Fare","3","0","POINT (-73.896736 40.82218)"
"09/01/2025 07:00:00 PM","3 Av-149 St (2,5)","Bronx","metrocard","Metrocard - Other","17","0","POINT (-73.917755 40.81611)"
"09/01/2025 07:00:00 PM","Harlem-148 St (3)","Manhattan","omny","OMNY - Seniors & Disability","4","0","POINT (-73.93647 40.82388)"
"09/01/2025 07:00:00 PM","145 St (3)","Manhattan","metrocard","Metrocard - Other","3","1","POINT (-73.93625 40.82042)"
"09/01/2025 07:00:00 PM","125 St (2,3)","Manhattan","metrocard","Metrocard - Seniors & Disability","3","0","POINT (-73.945496 40.807755)"
"09/01/2025 07:00:00 PM","125 St (2,3)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","15","0","POINT (-73.945496 40.807755)"
"09/01/2025 07:00:00 PM","116 St (2,3)","Manhattan","omny","OMNY - Full Fare","121","9","POINT (-73.94962 40.802097)"
"09/01/2025 07:00:00 PM","116 St (2,3)","Manhattan","omny","OMNY - Other","1","0","POINT (-73.94962 40.802097)"
"09/01/2025 07:00:00 PM","Baychester Av (5)","Bronx","omny","OMNY - Full Fare","12","0","POINT (-73.83859 40.878662)"
"09/01/2025 07:00:00 PM","Mets-Willets Point (7)","Queens","omny","OMNY - Fair Fare","32","0","POINT (-73.84563 40.754623)"
"09/01/2025 07:00:00 PM","103 St-Corona Plaza (7)","Queens","omny","OMNY - Full Fare","168","5","POINT (-73.8627 40.749866)"
"09/01/2025 07:00:00 PM","Junction Blvd (7)","Queens","omny","OMNY - Full Fare","308","10","POINT (-73.86953 40.749146)"
"09/01/2025 07:00:00 PM","90 St-Elmhurst Av (7)","Queens","metrocard","Metrocard - Unlimited 7-Day","40","0","POINT (-73.87661 40.74841)"
"09/01/2025 07:00:00 PM","82 St-Jackson Hts (7)","Queens","metrocard","Metrocard - Full Fare","14","0","POINT (-73.8837 40.747658)"
"09/01/2025 07:00:00 PM","82 St-Jackson Hts (7)","Queens","omny","OMNY - Seniors & Disability","13","0","POINT (-73.8837 40.747658)"
"09/01/2025 07:00:00 PM","61 St-Woodside (7)","Queens","metrocard","Metrocard - Full Fare","13","0","POINT (-73.902985 40.74563)"
"09/01/2025 07:00:00 PM","61 St-Woodside (7)","Queens","metrocard","Metrocard - Other","11","0","POINT (-73.902985 40.74563)"
"09/01/2025 07:00:00 PM","40 St-Lowery St (7)","Queens","omny","OMNY - Fair Fare","7","1","POINT (-73.92402 40.743782)"
"09/01/2025 07:00:00 PM","40 St-Lowery St (7)","Queens","omny","OMNY - Full Fare","97","0","POINT (-73.92402 40.743782)"
"09/01/2025 07:00:00 PM","33 St-Rawson St (7)","Queens","metrocard","Metrocard - Unlimited 30-Day","5","0","POINT (-73.931 40.744587)"
"09/01/2025 07:00:00 PM","Queensboro Plaza (7,N,W)","Queens","omny","OMNY - Seniors & Disability","9","2","POINT (-73.9402 40.750584)"
"09/01/2025 07:00:00 PM","Vernon Blvd-Jackson Av (7)","Queens","omny","OMNY - Fair Fare","11","0","POINT (-73.95358 40.742626)"
"09/01/2025 07:00:00 PM","86 St (Q)","Manhattan","metrocard","Metrocard - Fair Fare","4","0","POINT (-73.95179 40.77789)"
"09/01/2025 07:00:00 PM","Avenue J (Q)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","7","0","POINT (-73.9608 40.62504)"
"09/01/2025 07:00:00 PM","Avenue M (Q)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","7","0","POINT (-73.9594 40.61762)"
"09/01/2025 07:00:00 PM","Ocean Pkwy (Q)","Brooklyn","omny","OMNY - Other","2","0","POINT (-73.9685 40.576313)"
"09/01/2025 07:00:00 PM","W 8 St-NY Aquarium (F,Q)","Brooklyn","omny","OMNY - Seniors & Disability","8","1","POINT (-73.97594 40.576126)"
"09/01/2025 07:00:00 PM","Coney Island-Stillwell Av (D,F,N,Q)","Brooklyn","metrocard","Metrocard - Other","35","0","POINT (-73.98123 40.577423)"
"09/01/2025 07:00:00 PM","9 Av (D)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","5","0","POINT (-73.99432 40.646294)"
"09/01/2025 07:00:00 PM","9 Av (D)","Brooklyn","omny","OMNY - Full Fare","52","4","POINT (-73.99432 40.646294)"
"09/01/2025 07:00:00 PM","14 St (F,M,1,2,3)/6 Av (L)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","34","0","POINT (-73.99621 40.738228)"
"09/01/2025 07:00:00 PM","149 St-Grand Concourse (2,4,5)","Bronx","metrocard","Metrocard - Other","8","1","POINT (-73.92735 40.818375)"
"09/01/2025 07:00:00 PM","168 St (A,C,1)","Manhattan","metrocard","Metrocard - Other","12","0","POINT (-73.93956 40.840717)"
"09/01/2025 07:00:00 PM","168 St (A,C,1)","Manhattan","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-73.93956 40.840717)"
"09/01/2025 07:00:00 PM","168 St (A,C,1)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","12","0","POINT (-73.93956 40.840717)"
"09/01/2025 07:00:00 PM","168 St (A,C,1)","Manhattan","omny","OMNY - Seniors & Disability","19","2","POINT (-73.93956 40.840717)"
"09/01/2025 07:00:00 PM","4 Av (F,G)/9 St (R)","Brooklyn","metrocard","Metrocard - Other","2","0","POINT (-73.988304 40.67085)"
"09/01/2025 07:00:00 PM","4 Av (F,G)/9 St (R)","Brooklyn","omny","OMNY - Seniors & Disability","7","1","POINT (-73.988304 40.67085)"
"09/01/2025 07:00:00 PM","Bryant Pk (B,D,F,M)/5 Av (7)","Manhattan","metrocard","Metrocard - Other","12","0","POINT (-73.981964 40.754223)"
"09/01/2025 07:00:00 PM","Bryant Pk (B,D,F,M)/5 Av (7)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","42","0","POINT (-73.981964 40.754223)"
"09/01/2025 07:00:00 PM","50 St (D)","Brooklyn","metrocard","Metrocard - Seniors & Disability","3","1","POINT (-73.99479 40.63626)"
"09/01/2025 07:00:00 PM","Grand Central-42 St (S,4,5,6,7)","Manhattan","metrocard","Metrocard - Seniors & Disability","15","1","POINT (-73.976845 40.751778)"
"09/01/2025 07:00:00 PM","Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","Manhattan","omny","OMNY - Fair Fare","122","2","POINT (-73.986755 40.75731)"
"09/01/2025 07:00:00 PM","Lexington Av (N,R,W)/59 St (4,5,6)","Manhattan","omny","OMNY - Seniors & Disability","35","6","POINT (-73.967255 40.76266)"
"09/01/2025 07:00:00 PM","59 St-Columbus Circle (A,B,C,D,1)","Manhattan","omny","OMNY - Full Fare","1,525","24","POINT (-73.981735 40.768295)"
"09/01/2025 07:00:00 PM","New Utrecht Av (N)/62 St (D)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","7","0","POINT (-73.99635 40.626472)"
"09/01/2025 07:00:00 PM","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","Queens","metrocard","Metrocard - Seniors & Disability","6","3","POINT (-73.891335 40.746643)"
"09/01/2025 07:00:00 PM","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","Brooklyn","metrocard","Metrocard - Fair Fare","9","0","POINT (-73.97689 40.68446)"
"09/01/2025 07:00:00 PM","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","Brooklyn","metrocard","Metrocard - Full Fare","24","0","POINT (-73.97689 40.68446)"
"09/01/2025 07:00:00 PM","14 St (A,C,E)/8 Av (L)","Manhattan","omny","OMNY - Seniors & Disability","37","3","POINT (-74.00169 40.740894)"
"09/01/2025 07:00:00 PM","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","Manhattan","metrocard","Metrocard - Other","16","0","POINT (-73.99466 40.725914)"
"09/01/2025 07:00:00 PM","Court St (R)/Borough Hall (2,3,4,5)","Brooklyn","omny","OMNY - Seniors & Disability","11","0","POINT (-73.99 40.69322)"
"09/01/2025 07:00:00 PM","Canal St (J,N,Q,R,W,Z,6)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","96","0","POINT (-73.99989 40.71953)"
"09/01/2025 07:00:00 PM","Canal St (J,N,Q,R,W,Z,6)","Manhattan","omny","OMNY - Fair Fare","49","2","POINT (-73.99989 40.71953)"
"09/01/2025 07:00:00 PM","Canal St (J,N,Q,R,W,Z,6)","Manhattan","omny","OMNY - Seniors & Disability","85","1","POINT (-73.99989 40.71953)"
"09/01/2025 07:00:00 PM","Franklin Av (2,3,4,5)/Botanic Garden (S)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","35","0","POINT (-73.95813 40.67068)"
"09/01/2025 07:00:00 PM","Franklin Av (2,3,4,5)/Botanic Garden (S)","Brooklyn","omny","OMNY - Full Fare","1,376","3","POINT (-73.95813 40.67068)"
"09/01/2025 07:00:00 PM","Myrtle-Wyckoff Avs (L,M)","Brooklyn","metrocard","Metrocard - Other","9","0","POINT (-73.91158 40.699814)"
"09/01/2025 07:00:00 PM","South Ferry (1)/Whitehall St (R,W)","Manhattan","metrocard","Metrocard - Fair Fare","1","0","POINT (-74.013664 40.70207)"
